origin,destination,sexo,flow
0301404,0306505,hombre,119.568
0301407,0306502,mujer,125.309
46120_AM,4625010,mujer,32.74
4622003_AD,4614701,mujer,1.0
0309905,0301405,mujer,4.0
0308202,0307101,mujer,92.0
0309002,0305302,mujer,13.0
0308202,0310201,mujer,3.0
0305001,03013_AM,mujer,4.0
46021,4625001,mujer,79.56399999999998
1213504,4622005_AD,mujer,30.816000000000003
4623803,46048,mujer,11.0
1213504,1208401,hombre,144.0
0305003,0311901,hombre,61.0
1200902,1203204,hombre,39.0
0305003,0301405,hombre,54.043
46032,46260,hombre,217.074
03077,03077,hombre,54.0
03092_AM,46200_AM,hombre,195.18
1204001,1204005,hombre,819.2760000000001
0300904,0311901,hombre,3.0
0301903,03088,hombre,331.727
0300906,0307902,hombre,25.0
0313903,0311901,hombre,21.0
0307102,0308201,hombre,140.124
46022_AM,46186,mujer,270.942
46169,46032,hombre,21.445999999999998
0306504,0301408,hombre,267.32699999999994
0309905,03902,mujer,2388.0989999999997
46021,46022_AM,hombre,19.235999999999997
0301406,0301403,mujer,6918.741
0306503,0309002,mujer,46.182
12128_AM,12117,hombre,24.256
4615903,46021,mujer,777.338
0307901,03002_AM,mujer,144.95
4601901,46063_AM,mujer,214.926
12901,1204002,mujer,21.774
4620402,46106_AM,mujer,5.0
03081,0304701,mujer,40.0
4623802,4613106,mujer,26.378
12106_AM,12106_AM,mujer,588.873
4607001,4607802,mujer,77.049
4620402,46014,mujer,83.251
1203205,1213501,mujer,73.0
03005_AM,03024,mujer,72.785
4623803,46211,hombre,27.0
0308201,0306507,hombre,6.0
46082,4625012,hombre,12.935
46150_AM,4613102,hombre,147.494
1207702,46134,hombre,6.0
03069,0306304,hombre,12.0
0303104,0306304,hombre,8.668
4623803,4613101,hombre,51.046
03074_AM,0301406,mujer,11.41
12028,4625015,hombre,1.792
46260,4607802,hombre,116.408
4608304,4608302,hombre,1162.499
03120,03034_AM,mujer,37.989
46205,4615902,mujer,11.322
0305002,0301405,mujer,134.74099999999999
1204001,1204004,mujer,1268.6070000000002
0306507,03011,hombre,96.004
1213502,1203204,mujer,221.61800000000002
1213503,1203204,hombre,93.33699999999999
0312201,0312203,hombre,10176.541999999998
46251_AM,46081,mujer,550.4
46135,46126,hombre,118.051
46109,46111,mujer,2746.3819999999996
03064,0305901,mujer,58.0
0304901,0301501,mujer,282.592
03064,03070,mujer,232.01099999999997
1204007,12021,mujer,75.95799999999998
1207702,1212602,mujer,465.644
1204006,12117,mujer,58.19499999999999
46143_AM,0304902,mujer,7.0
46179,46257,mujer,27.688
0305901,03058,mujer,76.311
4623801,46218_AM,mujer,4.0
1204004,1212602,mujer,42.300000000000004
0301801,0303102,mujer,174.454
0304901,0309002,mujer,6.0
46214_AM,46228,mujer,8.0
4622006,4625010,hombre,109.03799999999998
0312102,03089,hombre,2.0
46218_AM,0306301,hombre,4.0
4601705,46011_AM,hombre,396.888
46126,4607002,hombre,67.923
4620402,46009,hombre,16.148
12034_AM,1204009,hombre,1.0
46077,46214_AM,hombre,22.935
0311902,0313303,hombre,6.0
1212603,46120_AM,hombre,21.0
0313302,0303104,hombre,4.4510000000000005
4603102,4623504,hombre,6.0
0300901,0300906,hombre,687.84
0311901,03140,hombre,17.314999999999998
4622007,1204006,hombre,14.924
0304901,0313301,hombre,54.009
0301405,0301501,hombre,8.141
0306503,0309907,hombre,17.262
4607801,4625003,hombre,231.123
03101,0306301,hombre,567.1659999999999
1203205,1203203,mujer,1369.9560000000001
46193,12028,hombre,4.982
46013,1200502,hombre,4.4719999999999995
0310404,0310402,mujer,2538.9580000000005
4624401,4625010,mujer,58.02
0313302,03012,hombre,226.27200000000005
0313902,0306503,mujer,3.749
0313301,0306501,mujer,68.78
03076,0313302,hombre,564.6719999999999
0303101,0312201,hombre,16.393
4625017,46013,hombre,417.44999999999993
03005_AM,4601902,hombre,2.009
4625006,4625003,hombre,989.3760000000001
0306504,0301401,mujer,95.825
4620402,4625002,hombre,56.056000000000004
46145,4618403,mujer,100.876
0306601,0309907,mujer,2.0
4600503,4625007,mujer,82.95700000000001
